"","X","samplenum","duration","meanprobdetection","AUC"
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.15min.int.csv",1,3,900,0.072463768115942,0.571428571428571
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.16min.int.csv",1,3,960,0.0579710144927536,0.571428571428571
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.17min.int.csv",1,3,1020,0.130434782608696,0.625
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.18min.int.csv",1,3,1080,0.144927536231884,0.6875
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.19min.int.csv",1,3,1140,0.144927536231884,0.635416666666667
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.1hour.int.csv",1,3,3600,0.130434782608696,0.657894736842105
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.1min.int.csv",1,3,60,0.0144927536231884,0.657894736842105
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.20min.int.csv",1,3,1200,0.0434782608695652,0.657894736842105
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.2min.int.csv",1,3,120,0.0144927536231884,0.933333333333333
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.3min.int.csv",1,3,180,0.0289855072463768,0.522727272727273
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.4min.int.csv",1,3,240,0.0289855072463768,0.9
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.5min.int.csv",1,3,300,0.0434782608695652,0.9
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.6min.int.csv",1,3,360,0.0434782608695652,1
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.7min.int.csv",1,3,420,0.0144927536231884,0.8
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.8min.int.csv",1,3,480,0.0289855072463768,0.583333333333333
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.9min.int.csv",1,3,540,0.072463768115942,0.708333333333333
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.10min.int.csv",1,32,600,0.0714285714285714,0.690188134746656
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.11min.int.csv",1,32,660,0.073051948051948,0.636262724713017
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.12min.int.csv",1,32,720,0.0876623376623377,0.602546946786208
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.13min.int.csv",1,32,780,0.086038961038961,0.647629147098924
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.14min.int.csv",1,32,840,0.0811688311688312,0.658713692946058
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.15min.int.csv",1,32,900,0.0909090909090909,0.602107007575758
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.16min.int.csv",1,32,960,0.0974025974025974,0.700295358649789
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.17min.int.csv",1,32,1020,0.103896103896104,0.689029535864979
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.18min.int.csv",1,32,1080,0.100649350649351,0.665091036414566
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.19min.int.csv",1,32,1140,0.099025974025974,0.658565400843882
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.1hour.int.csv",1,32,3600,0.201298701298701,0.625787021252415
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.1min.int.csv",1,32,60,0.0357142857142857,0.672429600523903
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.20min.int.csv",1,32,1200,0.113636363636364,0.678466235632184
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.2min.int.csv",1,32,120,0.0340909090909091,0.738250492125984
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.3min.int.csv",1,32,180,0.0454545454545455,0.70308155699722
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.4min.int.csv",1,32,240,0.0438311688311688,0.670771459616081
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.5min.int.csv",1,32,300,0.0649350649350649,0.645978391356543
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.6min.int.csv",1,32,360,0.0568181818181818,0.720883940620783
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.7min.int.csv",1,32,420,0.0568181818181818,0.705506859756098
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.8min.int.csv",1,32,480,0.0779220779220779,0.633367768595041
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.9min.int.csv",1,32,540,0.0665584415584416,0.712123867952089
"auc_meandetectionprobSampled_4_Intervals.TempSunMoonPeentDetections.10min.int.csv",1,4,600,0.0909090909090909,0.573446327683616
"auc_meandetectionprobSampled_4_Intervals.TempSunMoonPeentDetections.11min.int.csv",1,4,660,0.051948051948052,0.60752688172043
"auc_meandetectionprobSampled_4_Intervals.TempSunMoonPeentDetections.12min.int.csv",1,4,720,0.116883116883117,0.672413793103448
"auc_meandetectionprobSampled_4_Intervals.TempSunMoonPeentDetections.13min.int.csv",1,4,780,0.116883116883117,0.53448275862069
"auc_meandetectionprobSampled_4_Intervals.TempSunMoonPeentDetections.14min.int.csv",1,4,840,0.155844155844156,0.598181818181818
"auc_meandetectionprobSampled_4_Intervals.TempSunMoonPeentDetections.15min.int.csv",1,4,900,0.12987012987013,0.600985221674877
"auc_meandetectionprobSampled_4_Intervals.TempSunMoonPeentDetections.16min.int.csv",1,4,960,0.142857142857143,0.548181818181818
"auc_meandetectionprobSampled_4_Intervals.TempSunMoonPeentDetections.17min.int.csv",1,4,1020,0.0779220779220779,0.67
"auc_meandetectionprobSampled_4_Intervals.TempSunMoonPeentDetections.18min.int.csv",1,4,1080,0.155844155844156,0.605454545454545
"auc_meandetectionprobSampled_4_Intervals.TempSunMoonPeentDetections.19min.int.csv",1,4,1140,0.116883116883117,0.617324561403509
"auc_meandetectionprobSampled_4_Intervals.TempSunMoonPeentDetections.1hour.int.csv",1,4,3600,0.233766233766234,0.67296918767507
