"","X","X.Error.in.as.ms....data.frame.......n..no.method.or.default.for.coercing..try.error..to..data.frame..n.","samplenum","duration","model","formula","p.as.factor.twilightperiod.ASTRONOMICAL.","SEp.as.factor.twilightperiod.ASTRONOMICAL.","p.as.factor.twilightperiod.BEFORE.","SEp.as.factor.twilightperiod.BEFORE.","p.as.factor.twilightperiod.CIVIL.","SEp.as.factor.twilightperiod.CIVIL.","p.as.factor.twilightperiod.NAUTICAL.","SEp.as.factor.twilightperiod.NAUTICAL.","p.as.factor.twilightperiod.NIGHT.","SEp.as.factor.twilightperiod.NIGHT.","p.Int.","SEp.Int.","psi.Int.","SEpsi.Int.","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt"
"112",1,NA,24,960,"Twilight","~as.factor(twilightperiod) ~ 1",-0.599218384095222,0.691056637908999,0.339189254793461,0.667126596393744,-0.379124070560798,0.630496101497416,0.153024206484566,0.591111873041593,-0.85625151408336,0.896122995113904,-1.46362483428092,0.507488004922001,0.374972966627002,0.484546514831074,0,60.6534548237981,117.857835322824,7,23,249.715670645649,0,1,NA,1
"113",1,NA,24,1020,"Twilight","~as.factor(twilightperiod) ~ 1",0.491635138134218,0.86707107269566,0.658790916524432,0.905906818552962,0.384034033974779,0.878215168817677,-0.274443769389277,0.903964063865742,0.746338817567965,0.904772441920996,-1.74950528879295,0.771750215419222,-0.297735986241707,0.450689460047672,0,107.260137203695,97.3294124207682,7,23,208.658824841536,0,1,NA,1
"114",1,NA,24,1080,"Twilight","~as.factor(twilightperiod) ~ 1",2.03352606897302,1.07959460487038,0.948270615684591,1.15676057081357,1.40131366498708,1.10561003883394,1.60082842014026,1.08099578088443,-0.0819147346097131,1.44867166106182,-3.02831529060483,1.03096889463757,0.319807782781135,0.473995617485316,0,208.803595488461,105.850970770872,7,23,225.701941541744,0,1,NA,1
"115",1,NA,24,1140,"Twilight","~as.factor(twilightperiod) ~ 1",0.507902243740172,0.855310555964719,0.68478237441276,0.884361655503463,0.321967032995862,0.863631429511792,0.393891425228197,0.827945914707386,1.27804044320961,0.923570958959602,-1.83423772019441,0.770957344206107,0.0445307264610067,0.441227663222933,0,145.442624644972,122.635016871513,7,23,259.270033743026,0,1,NA,1
"116",1,NA,24,3600,"Twilight","~as.factor(twilightperiod) ~ 1",7.98520690830652,52.5962958935183,8.38279229881594,52.5969124717074,8.23204927500901,52.5960078404327,8.1504500143012,52.596149130596,7.88373845429259,52.5975267167025,-9.05398588991704,52.5954835224611,0.570236469675717,0.455479661881247,0,1056584.03948095,169.536556277715,7,23,353.073112555431,0,1,NA,1
"117",1,NA,24,60,"Twilight","~as.factor(twilightperiod) ~ 1",0.629856447652087,1.20983712872028,-8.17486807195012,97.040385531634,1.00443135262032,1.17826108993222,0.230104835019623,1.27973786635917,1.48886304527051,1.33272350062454,-2.59303369856128,1.05129470773116,-1.02915773356055,0.550300932568181,0,96057.5695241516,44.3663149517633,7,23,102.732629903527,0,1,NA,1
"118",1,NA,24,1200,"Twilight","~as.factor(twilightperiod) ~ 1",1.07390214285297,1.12976672443336,1.51929597495334,1.13812751880668,1.90507310331932,1.06805939119106,0.868655563997327,1.12739872241648,1.78959923542499,1.09870438195277,-3.07657535831826,1.02412316190627,0.394991599507194,0.490342850273887,0,214.275326733632,112.236542137267,7,23,238.473084274534,0,1,NA,1
"119",1,NA,24,120,"Twilight","~as.factor(twilightperiod) ~ 1",1.17707762578195,1.16469611115606,-9.22965341616233,106.490937512002,-0.4104837271219,1.44643069892286,0.226965663814149,1.26553175412492,1.40637224894903,1.22485729029174,-3.01091756978019,1.04142967817239,-0.510959189693586,0.627721447245298,0,109337.393257068,44.0678701873695,7,23,102.135740374739,0,1,NA,1
"120",1,NA,24,180,"Twilight","~as.factor(twilightperiod) ~ 1",0.455104327527161,0.950589733404321,-12.0436002686155,408.593857132251,-0.00582083207788572,0.992058997494937,-0.25443549464927,1.07695852786899,-11.732630087144,234.412751184548,-1.82350730486784,0.782045280460672,-1.29174725114214,0.591155818960872,0,1581912.77500399,39.2531536562236,7,23,92.5063073124471,0,1,NA,1
"121",1,NA,24,240,"Twilight","~as.factor(twilightperiod) ~ 1",-1.02322727304259,1.07008788936999,-10.4597168407321,153.992596183667,0.321252762452111,0.902411464760064,-0.283376759549327,0.993058384692292,0.46822632616639,1.02004554488956,-1.67593524491543,0.780830464145421,-0.838185773537586,0.507291129841443,0,324828.647978167,54.8505509633018,7,23,123.701101926604,0,1,NA,1
"122",1,NA,24,300,"Twilight","~as.factor(twilightperiod) ~ 1",-0.936141855291558,0.821698377289647,-1.33509695892891,1.17298089201873,-0.397266325334269,0.780194269298132,-0.607940358074958,0.7335021526457,0.00594660447009437,0.746041158354329,-1.51810685283858,0.572622830479476,-0.113192473917577,0.501884621316118,0,42.0470529048306,76.8330993619881,7,23,167.666198723976,0,1,NA,1
"123",1,NA,24,360,"Twilight","~as.factor(twilightperiod) ~ 1",0.920648439231103,0.83494603191109,0.957066710211682,0.951379836219836,-0.390714844396687,0.957695219441936,-0.1275893715773,0.914202100218393,-0.592167055628875,1.26978930038963,-2.30250272881902,0.761613434425699,-0.0700522879172542,0.516137435719895,0,75.0580341229344,78.5833951613137,7,23,171.166790322627,0,1,NA,1
"124",1,NA,24,420,"Twilight","~as.factor(twilightperiod) ~ 1",0.595896540285613,1.13929029622353,1.58813908412246,1.19207368220247,0.923019511138344,1.12675796040307,1.01076153760774,1.12538224687207,1.52330231694196,1.18182586996115,-2.73648286188239,1.04014729445112,-0.24104205434937,0.465818398083463,0,148.669911951993,84.9818431719098,7,23,183.96368634382,0,1,NA,1
"125",1,NA,24,480,"Twilight","~as.factor(twilightperiod) ~ 1",-0.206588716726146,0.670329100184725,-0.189007206761981,0.697683369884756,-0.0747153900124949,0.673367149055844,-1.60236568856072,0.878469370974433,-0.516512294302253,0.793789072678616,-1.47234344296954,0.506156357739047,0.0222789706112073,0.481813507315943,0,38.7364236040562,88.2049054888159,7,23,190.409810977632,0,1,NA,1
"126",1,NA,24,540,"Twilight","~as.factor(twilightperiod) ~ 1",1.60616105864817,1.08166141677095,0.619484037905535,1.27121337345392,1.21543949619112,1.10682974715138,1.24390837084712,1.08931224284622,0.989345933540189,1.27463665502902,-2.9908000592067,1.03197476656291,0.220921483476588,0.489571906409221,0,189.465513817316,101.385897000068,7,23,216.771794000136,0,1,NA,1
"127",1,NA,28,600,"Twilight","~as.factor(twilightperiod) ~ 1",0.249106796659132,0.652258743444761,0.226630669204295,0.700384316820167,0.0491230329329505,0.674122129894172,-0.277593533064776,0.689240982938012,-0.185066907848938,0.817237448943539,-1.89661844749719,0.542007013490778,0.145217437569218,0.471510213389286,0,58.8640954154171,114.51108904522,7,23,243.022178090441,0,1,NA,1
"128",1,NA,28,660,"Twilight","~as.factor(twilightperiod) ~ 1",0.383956579651057,0.727837693450162,0.646753496198044,0.779923730195242,0.0395033766968542,0.767323878208764,0.104180734839653,0.740363524432984,1.09789700738915,0.769060687448991,-2.41905606889073,0.610166227158032,0.246018940075382,0.506866491194749,0,65.6125408286143,109.207705023651,7,23,232.415410047303,0,1,NA,1
"129",1,NA,28,720,"Twilight","~as.factor(twilightperiod) ~ 1",-0.189407812894981,0.804194416212034,0.0865199785456304,0.969566309161444,0.720297443130746,0.696190822035148,0.793820476639287,0.690135670187459,0.332646837972561,0.813267479019636,-2.25690473739223,0.613246387254024,0.149530554071046,0.468644244502434,0,81.8747447844934,114.471968729887,7,23,242.943937459774,0,1,NA,1
"130",1,NA,28,780,"Twilight","~as.factor(twilightperiod) ~ 1",0.627532334158638,0.651444728020134,0.269895278629177,0.726036512372775,0.690654229558756,0.625290942245605,0.0317394868785203,0.654428866384741,1.03527792654505,0.696790207721168,-2.00485833868268,0.535095078944925,0.218232858042203,0.444916746187594,0,73.7471406122941,131.05058276551,7,23,276.101165531019,0,1,NA,1
"131",1,NA,28,840,"Twilight","~as.factor(twilightperiod) ~ 1",0.0144643012842493,0.751651789159607,0.559187737268872,0.855828801819747,-0.0817679113103203,0.794098881145709,0.134965155532471,0.727793578540524,0.638898469854167,0.787643486689602,-1.70695114009436,0.631532717130223,-0.380712696326321,0.438645562391822,0,77.2144427403591,102.802760347558,7,23,219.605520695115,0,1,NA,1
"132",1,NA,28,900,"Twilight","~as.factor(twilightperiod) ~ 1",0.553922642722297,0.653999594700704,-0.417682369568774,0.82141104349027,0.538111129913117,0.635912295570878,-0.608107167178925,0.756106607937029,0.8610512016601,0.706115749691005,-1.74380102412361,0.545746163701296,-0.164045703156987,0.438851487420598,0,68.9701721672125,114.397522985101,7,23,242.795045970201,0,1,NA,1
"133",1,NA,28,960,"Twilight","~as.factor(twilightperiod) ~ 1",-0.162025526782178,0.682244866930114,0.267938847806816,0.673751055853786,-0.013871998464999,0.645740143469715,0.512511122156946,0.638371540033939,-0.802273391414131,0.916123280778203,-1.68258610581942,0.546572455513932,0.243002751801213,0.449938399038314,0,76.3494406720299,127.751756971613,7,23,269.503513943225,0,1,NA,1
"134",1,NA,28,1020,"Twilight","~as.factor(twilightperiod) ~ 1",-0.158029205882132,0.653084095910659,-0.634735432167814,0.7471727982604,0.0274304428191294,0.644297719804678,-0.151548431084416,0.647910336758387,-0.0833348233074039,0.757445207372559,-1.28510853271789,0.571215363155558,0.338916851481258,0.439996460601037,0,99.1617035019183,148.269022266578,7,23,310.538044533156,0,1,NA,1
"135",1,NA,28,1080,"Twilight","~as.factor(twilightperiod) ~ 1",-0.577326747479269,0.619679716408211,-0.180297743666318,0.672524816113132,-0.931365404929015,0.673384874675553,-0.251405736445099,0.608501908671115,0.0075292316805386,0.657200698369192,-1.13327695344625,0.518646058488849,0.332725261084206,0.4383315386716,0,73.1468844550182,137.545814244327,7,23,289.091628488654,0,1,NA,1
"136",1,NA,28,1140,"Twilight","~as.factor(twilightperiod) ~ 1",1.26085377416984,0.786784381159873,1.29506940068534,0.826778432803977,1.07879172343275,0.797481442396792,1.07888397591063,0.805810730504368,1.16380913649953,0.863748643520589,-2.66031808056883,0.740063639767453,0.812360890136832,0.497025605615546,0,171.48729932715,161.44006917923,7,23,336.88013835846,0,1,NA,1
"137",1,NA,28,3600,"Twilight","~as.factor(twilightperiod) ~ 1",8.34701852239971,44.2788213692513,8.69761794469826,44.2791467671427,7.62257468071298,44.2788676574915,8.04934985741843,44.2788363084557,8.17771175330345,44.2794091670143,-9.19094870837601,44.2780050880366,0.858963693755722,0.46351553068321,0,811762.376161013,189.779545812839,7,23,393.559091625678,0,1,NA,1
"138",1,NA,28,60,"Twilight","~as.factor(twilightperiod) ~ 1",0.138418708966669,1.2783674814582,0.0641798397177384,1.47074373195502,1.00682345479163,1.15238899022172,-0.0223169052749081,1.2719263616338,0.299511975055535,1.4757319934457,-2.81432242621097,1.07492031238244,-0.884558149045233,0.597603386353934,0,79.2211381671863,49.1636671515027,7,23,112.327334303005,0,1,NA,1
"139",1,NA,28,1200,"Twilight","~as.factor(twilightperiod) ~ 1",-0.168149485090073,0.653484948194786,-0.542179792975497,0.821485927089732,-0.451511191356353,0.696594246248975,0.289002801685688,0.622516823943829,0.615570596563521,0.684253979023037,-1.68693531623276,0.546812301979077,0.411595671324057,0.460307102667593,0,76.9056196009069,132.390538740696,7,23,278.781077481392,0,1,NA,1
"140",1,NA,28,120,"Twilight","~as.factor(twilightperiod) ~ 1",0.0434010748620627,0.797545484107532,-0.76879226307257,1.18814676462435,0.208836787468175,0.772502604303963,-0.136826176980021,0.797568700676462,-10.0895454879852,99.3657125988784,-2.51567286253396,0.635956168687011,0.372418186629128,0.682174507419724,0,146214.24607626,68.6420119656545,7,23,151.284023931309,0,1,NA,1
"141",1,NA,28,180,"Twilight","~as.factor(twilightperiod) ~ 1",-0.204676085048322,1.27259671352051,0.123536020099457,1.48429945055969,0.581645233350885,1.16928533956742,0.665064982174199,1.14544076178222,1.17985265456251,1.2329335835422,-2.6396010059518,1.05839785404811,-0.614315406778781,0.50074614823052,0,95.6860624835314,61.5238271411744,7,23,137.047654282349,0,1,NA,1
"142",1,NA,28,240,"Twilight","~as.factor(twilightperiod) ~ 1",-0.00634424204663569,0.683537585525044,0.415324075947291,0.745066217847889,-0.483988116678862,0.692968720034517,-0.594879349968413,0.717288798136052,-0.300893988522851,0.818138617331294,-1.76783984703579,0.546888095358753,0.163007565923182,0.477032163436617,0,50.216647444219,102.004824208935,7,23,218.00964841787,0,1,NA,1
"143",1,NA,28,300,"Twilight","~as.factor(twilightperiod) ~ 1",6.92715822428986,36.9662189746144,8.33795958195247,36.9643739595564,8.28716423470062,36.9616626154036,8.95082337385364,36.9605286542716,8.93683077041858,36.9612927280978,-10.1774590514695,36.9593231670466,-0.0303587202820502,0.466291654985385,0,225806.078518247,94.7393764331307,7,23,203.478752866261,0,1,NA,1
"144",1,NA,28,360,"Twilight","~as.factor(twilightperiod) ~ 1",-0.303185782050464,0.684353288195388,-10.1760176651337,79.6890477469804,0.00504616666075824,0.622691879856607,0.0780777644251915,0.667975194948668,-0.0730086020109783,0.731419195696462,-1.69553619431224,0.492071835955419,-0.251720257671384,0.463625247611946,0,155291.59882032,91.6432186680911,7,23,197.286437336182,0,1,NA,1
"145",1,NA,28,420,"Twilight","~as.factor(twilightperiod) ~ 1",-0.0598465632205405,0.719269649528696,-1.69981132601416,1.16379732482155,-0.560831655188582,0.687968217547849,-0.839161728314068,0.764366956908272,-0.275135724293782,0.781345362960588,-1.58435979847256,0.577794075078986,-0.0404031793421073,0.479554484613434,0,50.7758506816554,91.4156839307515,7,23,196.831367861503,0,1,NA,1
"146",1,NA,28,480,"Twilight","~as.factor(twilightperiod) ~ 1",0.817652491782462,1.12247336273927,0.745768641371689,1.18764530720861,1.44372076608381,1.08278967992382,1.42781058901935,1.09132626645367,1.63658582690824,1.13289001032499,-3.27309439372298,1.02672425999693,0.314103064669567,0.521817520812366,0,178.894601413654,106.020389872689,7,23,226.040779745379,0,1,NA,1
"147",1,NA,28,540,"Twilight","~as.factor(twilightperiod) ~ 1",0.501986875177835,0.74842652786808,0.416577866535015,0.888880877439301,-0.162308671208965,0.81612024994689,-0.484556416048874,0.811480386043779,0.449577771548856,0.833839114032224,-2.06181093682573,0.628778987388636,-0.237609973445416,0.468154827425616,0,55.3211424177992,86.7814928851882,7,23,187.562985770376,0,1,NA,1
"148",1,NA,3,600,"Twilight","~as.factor(twilightperiod) ~ 1",-4.14899374952663,1034.11528396748,-2.47290619549623,643.423864821704,-5.6254037205311,1754.25774984979,12.1378460078258,379.446537841266,-3.41629857002301,832.66221190579,-9.95312714745284,153.590305787075,-0.763662158375455,57.6006362978624,0,4187147.10932164,4.18793780976219,7,17,22.3758756195244,0,1,NA,1
"149",1,NA,3,660,"Twilight","~as.factor(twilightperiod) ~ 1",-4.79641658051726,499.8718561487,-2.66252079331065,313.809053582069,-3.84479403632655,396.0294774038,10.7829353399056,143.211608819083,-2.58461819075784,302.563400715788,-8.66270170958536,83.7878690237445,-0.20888326601683,31.4252302225912,0,274234.467671603,3.365274126091,7,15,20.730548252182,0,1,NA,1
"150",1,NA,3,720,"Twilight","~as.factor(twilightperiod) ~ 1",-2.9920290049392,1395.52183410445,-2.35588022442799,1249.4478455606,10.9424127262304,265.800273157821,-4.68925651660824,1772.10280021064,-2.31770672885257,1226.93640970753,-12.5518543582074,265.79801522597,12.2333027720592,1013.50064547073,0,5260063.00445818,2.70338460560046,7,17,19.4067692112009,0,1,NA,1
"151",1,NA,3,780,"Twilight","~as.factor(twilightperiod) ~ 1",16.5503583471871,125.505776089831,-3.17290157318669,380.76262833549,-7.73985000982652,1437.36870095743,-7.005575898027,1136.34923854088,-2.80295996385152,319.312522242597,-7.75413191614719,76.3932537743554,-0.405373202421496,0.913110175233881,0,2479046.90903303,3.3653495836065,7,14,20.730699167213,0,1,NA,1
"152",1,NA,3,840,"Twilight","~as.factor(twilightperiod) ~ 1",7.03961883728376,58.5311829318383,-9.23803924004671,2963.54117716189,-11.129007871182,7698.23879715241,6.05866044103065,58.5293886027135,7.44532796939969,58.5326340970997,-8.13742276535422,58.5198735594723,7.23689241277579,149.06168934467,0,182966272.853772,7.2987092017794,7,16,28.5974184035588,0,1,NA,1
"153",1,"Error in as(ms, ""data.frame"") : 
  no method or default for coercing “try-error” to “data.frame”
",3,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",1,NA,3,960,"Twilight","~as.factor(twilightperiod) ~ 1",-2.89936882138325,303.330941207459,-4.07432613618371,378.571321427541,10.10165614475,157.368788652513,-4.13764045256924,389.979835263582,-4.78143985347277,436.52997706209,-8.63278531061689,99.8002116494572,0.468457013306674,74.7815779033499,0,86802.4153658242,1.38643596485753,7,13,16.7728719297151,0,1,NA,1
"155",1,NA,3,1020,"Twilight","~as.factor(twilightperiod) ~ 1",-12.0847079948502,98.0838275024884,-18.4400049783356,1803.58485892437,-21.1973173204399,4211.84182348329,15.2125364172517,25393.3446016606,16.3784615601599,47499.9181778959,4.50947137203145,61.6333243589592,-0.689034303657923,0.661383527748348,0,6000773832.57101,7.63840891100525,7,16,29.2768178220105,0,1,NA,1
"156",1,NA,3,1080,"Twilight","~as.factor(twilightperiod) ~ 1",8.98690224779714,109.53763351714,-8.6219760086334,6613.30512241103,-4.87465834988715,1258.10742336645,8.29367898427141,109.539916257537,-6.36248465653552,2155.30883819399,-10.085544792266,109.534590659968,11.2439947089957,1084.43370609776,0,160093041.480337,7.36958046868784,7,16,28.7391609373757,0,1,NA,1
"157",1,NA,3,1140,"Twilight","~as.factor(twilightperiod) ~ 1",-4.20149343628265,663.362114061469,-2.09931650947412,423.729152578074,-3.97401610427006,606.983491644536,10.605733453002,278.989713032831,-3.97401610517578,606.973046097195,-8.38343516580937,145.545886079041,-1.25602909150715,38.3647594053697,0,356295.520413987,2.5020832718933,7,14,19.0041665437866,0,1,NA,1
"158",1,"Error in as(ms, ""data.frame"") : 
  no method or default for coercing “try-error” to “data.frame”
",3,3600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",1,NA,3,60,"Twilight","~as.factor(twilightperiod) ~ 1",-1.92513224364961,232471.924037143,-1.7293200133491,NA,-1.94174535762603,134217.727953125,-2.11065112677939,NA,-0.637159127502721,NA,-11.7243497145107,NA,-13.0468723367245,NA,0,-104.365060268073,1.29395827387187e-10,7,15,14.0000000002588,0,1,NA,1
"160",1,"Error in as(ms, ""data.frame"") : 
  no method or default for coercing “try-error” to “data.frame”
",3,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",1,NA,3,120,"Twilight","~as.factor(twilightperiod) ~ 1",-5.94429724087296,1364.80766960328,-3.79021658888052,746.47789726295,18.3708679007852,267.36719381026,-5.97204836155651,1383.1938793628,-3.71730983386446,720.948966553063,-8.70318185432201,155.247845171184,-1.0986188471684,1.1548066028561,0,1444071.5914991,2.24940815493426,7,14,18.4988163098685,0,1,NA,1
"162",1,NA,3,180,"Twilight","~as.factor(twilightperiod) ~ 1",-3.04776319341324,175959.374399899,-1.78993591936296,87131.5501507616,-2.48077212436948,81484.0016618415,-2.19377315288078,104626.353187496,-1.17830497460913,101532.845134862,-10.6905493023567,36440.7533299576,-11.5705229800736,62281.2094330921,0,-14.395007947239,3.53039153475304e-10,7,11,14.0000000007061,0,1,NA,1
"163",1,NA,3,240,"Twilight","~as.factor(twilightperiod) ~ 1",-4.05812793805852,1054.41339585115,-1.92687708707313,798.469397039759,-4.91800318067424,1321.47902798671,-2.88678977728991,906.332913456594,11.7411390504448,251.218986385095,-11.1153398366123,259.871589215722,1.19369357717566,542.785615834118,0,1041660.5070387,1.3863296098906,7,14,16.7726592197812,0,1,NA,1
"164",1,NA,3,300,"Twilight","~as.factor(twilightperiod) ~ 1",-4.42279505877994,543.841225619075,10.5453057423694,211.147473065262,-4.81470074442707,597.443678027582,-3.94570759153041,486.968425721072,-1.43696259166421,258.098055876453,-8.02853230449761,86.277533441043,-1.28851042309877,20.9853451865762,0,280507.24925043,2.50218696809996,7,13,19.0043739361999,0,1,NA,1
"165",1,"Error in as(ms, ""data.frame"") : 
  no method or default for coercing “try-error” to “data.frame”
",3,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",1,NA,3,420,"Twilight","~as.factor(twilightperiod) ~ 1",-2.23470320085764,1186.25963314307,-4.69253956824124,2003.87930584887,-4.73695982889779,2048.98751680363,-4.15954545291943,1775.77337049788,14.9060153620247,1317.04405754444,-11.2189891288435,222.563919169993,0.050079045076906,66.7315292237911,0,2014662.15063961,1.38631654155787,7,11,16.7726330831157,0,1,NA,1
"167",1,NA,3,480,"Twilight","~as.factor(twilightperiod) ~ 1",11.2030452779239,730.12165619808,-2.44308838963429,560.504090444026,-4.0030372846744,844.285570692859,-6.68288504102137,1999.15044498902,-1.01402932665338,1396.23415645346,-8.09535778611909,161.735187424513,-1.89581456019377,36.6629136231027,0,3470436.66055419,3.0142069735111,7,14,20.0284139470222,0,1,NA,1
"168",1,NA,3,540,"Twilight","~as.factor(twilightperiod) ~ 1",-11.836221952971,209.525972283457,-10.2094834448144,159.67139705825,-12.4750060190953,268.345638515572,-14.1469469056314,1669.39584075592,0.000153840432916069,1.81417503221217,-0.560370331921032,37.5142368405298,2.4022693200064,287.552540311246,0,4488490.96396025,3.81916250484223,7,13,21.6383250096845,0,1,NA,1
"169",1,NA,32,600,"Twilight","~as.factor(twilightperiod) ~ 1",0.471036123149163,0.730706285321362,0.224480621514854,0.824150376033705,0.111557428991751,0.77508680976774,-0.130001065762153,0.769593993405624,-0.459283214169194,0.896219696317362,-1.397184238175,0.647640877703168,-0.612561273047961,0.440357898518818,0,89.6033953482968,102.86448619082,7,23,219.72897238164,0,1,NA,1
"170",1,NA,32,660,"Twilight","~as.factor(twilightperiod) ~ 1",-0.477119228424492,0.628936209129656,-0.316116291439969,0.742987707047687,-0.273902288439521,0.632242127506607,-0.223492465160981,0.592079065461598,-1.7245679451444,1.13831464106054,-1.42318543981059,0.504145587048393,-0.112626451738956,0.446824707794707,0,67.7462752013781,120.466477436211,7,23,254.932954872423,0,1,NA,1
"171",1,NA,32,720,"Twilight","~as.factor(twilightperiod) ~ 1",0.0224963999547188,0.561381678327618,-0.748483396382165,0.768902430496336,-0.13418784065692,0.580973218393552,-0.905291568105134,0.594305152654017,-0.380478453695508,0.619603347971972,-1.28136704223162,0.46480005836821,0.0465999422207327,0.44253019680426,0,61.3510533477095,139.00915267285,7,23,292.018305345701,0,1,NA,1
"172",1,NA,32,780,"Twilight","~as.factor(twilightperiod) ~ 1",0.21429186875625,0.588890198217057,0.330930318279112,0.637983832871275,-1.18358414800585,0.77405638976598,0.0483677849874065,0.603522182079377,-0.299180326649583,0.792074555995824,-1.58513286049689,0.493136862119901,-0.0180245336756583,0.432438614144228,0,61.2994723924158,123.381719286185,7,23,260.763438572369,0,1,NA,1
"173",1,NA,32,840,"Twilight","~as.factor(twilightperiod) ~ 1",-0.7312881765244,0.60578342564125,-0.503881292663673,0.612479677643941,-0.558797109664631,0.569129615353179,-0.310406291135691,0.537166026289646,-0.820366361590806,0.676516500002321,-1.39151030254582,0.428172142805082,0.302486075100353,0.464716197674141,0,46.6421969956581,134.893646757117,7,23,283.787293514233,0,1,NA,1
"174",1,NA,32,900,"Twilight","~as.factor(twilightperiod) ~ 1",-1.09547261782421,0.597797118685862,-1.74969063790508,0.854856733899234,-0.581190189603346,0.531212298613851,-1.31792683539053,0.594486989122817,-0.136199518974185,0.618853240236894,-1.04658879984988,0.449003141065187,0.534122639760673,0.453433118079589,0,55.7506458431807,137.116307477085,7,23,288.23261495417,0,1,NA,1
"175",1,NA,32,960,"Twilight","~as.factor(twilightperiod) ~ 1",-0.415713910209178,0.62775099674494,0.372411374307573,0.649244369320698,-0.222278103660973,0.597154679399584,0.41403506161304,0.595121084243672,-0.420280738015936,0.69237975888616,-1.45237754523056,0.500496191504607,0.126201535122236,0.426410952561915,0,72.8936088146063,142.82000264079,7,23,299.640005281579,0,1,NA,1
"176",1,NA,32,1020,"Twilight","~as.factor(twilightperiod) ~ 1",-0.00307257030379424,0.662388398710337,-0.0374802677239056,0.724934239599996,0.131463209963091,0.641390346194609,0.83189881849258,0.604473107548321,-0.104935360052246,0.761867610768286,-1.80095671651669,0.540711203833794,0.0264638172156592,0.436520572634145,0,88.3321453058631,143.457016650208,7,23,300.914033300417,0,1,NA,1
"177",1,NA,32,1080,"Twilight","~as.factor(twilightperiod) ~ 1",-0.288927156582572,0.736044689006688,0.150012545254695,0.742911973138301,0.267350293408299,0.709907956418435,0.55235823801534,0.679765141565802,0.256338918669387,0.78846772361979,-1.93058242575966,0.621209422047123,0.263691952272883,0.454081814040135,0,108.89283225,146.319986765025,7,23,306.63997353005,0,1,NA,1
"178",1,NA,32,1140,"Twilight","~as.factor(twilightperiod) ~ 1",-0.144773050403876,0.564186259909457,-0.761267544893152,0.67277492413208,-0.586798450058297,0.580832900292857,-0.631972431114905,0.580644368181431,-0.356163912691,0.650367340702726,-1.16676652525147,0.469983143281533,0.21840224780379,0.441765706521072,0,66.1511319065848,147.285691108102,7,23,308.571382216204,0,1,NA,1
"179",1,NA,32,3600,"Twilight","~as.factor(twilightperiod) ~ 1",8.55037933211958,45.4999893146344,8.14442357205051,45.5006352775538,8.07119719045128,45.4998555715003,8.61884909428643,45.4998658542396,8.5855130312037,45.5004952958995,-9.24453059637276,45.4993021165866,0.83160158060737,0.454652069385861,0,1103598.5571318,226.777373693497,7,23,467.554747386994,0,1,NA,1
"180",1,NA,32,60,"Twilight","~as.factor(twilightperiod) ~ 1",1.0069853575231,1.16192015143182,0.464305292244688,1.47597379640314,0.533057356486466,1.19582443784677,0.948755015699914,1.13491766461168,-0.139162656239315,1.45076997494618,-2.92849740400177,1.03556576866578,-0.820695692745382,0.515964334865347,0,92.6761310394447,59.6496552664882,7,23,133.299310532976,0,1,NA,1
"181",1,NA,32,1200,"Twilight","~as.factor(twilightperiod) ~ 1",0.0651118751836349,0.636288209985416,0.611179051444906,0.672299257493884,0.00755727580964809,0.635242722576563,0.302128899648788,0.640111052556929,0.260226782698624,0.703412112345313,-1.45756110945392,0.556346677838867,0.105635657303253,0.42159242368914,0,104.712388001329,158.09057215898,7,23,330.181144317961,0,1,NA,1
"182",1,NA,32,120,"Twilight","~as.factor(twilightperiod) ~ 1",1.28316765816796,1.19045529398708,0.449958558704465,1.31508143512974,-0.17919450018147,1.29578285321376,0.561032728668331,1.17012921624794,-0.140912739657827,1.49633259503059,-2.10132545548695,1.06414344350604,-1.48779826850203,0.556565457022043,0,106.786397814905,51.8689901511289,7,23,117.737980302258,0,1,NA,1
"183",1,NA,32,180,"Twilight","~as.factor(twilightperiod) ~ 1",1.29319062935952,1.09109219750464,0.0284888774673307,1.43936755058427,1.12051837898407,1.10129364280022,1.733686468063,1.07799069066181,0.771042487086995,1.24989799876527,-3.60769091090608,1.02236383866552,0.458959046603072,0.589265969552668,0,158.243438702642,97.1241222772498,7,23,208.2482445545,0,1,NA,1
"184",1,NA,32,240,"Twilight","~as.factor(twilightperiod) ~ 1",1.64514788975835,1.09791189591374,0.608873553241508,1.25482577076071,1.05463867052922,1.12064687067938,1.23561713002012,1.1056757224281,0.399031501492101,1.44646725406556,-3.43584850923363,1.02679707386009,-0.0850704693801581,0.514850249319892,0,131.525775720466,83.5518321722945,7,23,181.103664344589,0,1,NA,1
