"","X","samplenum","duration","meanprobdetection","AUC"
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.18min.int.csv",1,3,1080,0.144927536231884,0.869491525423729
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.19min.int.csv",1,3,1140,0.144927536231884,0.769491525423729
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.1hour.int.csv",1,3,3600,0.130434782608696,0.711111111111111
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.1min.int.csv",1,3,60,0.0144927536231884,0.867647058823529
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.20min.int.csv",1,3,1200,0.0434782608695652,0.5
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.2min.int.csv",1,3,120,0.0144927536231884,0.992647058823529
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.4min.int.csv",1,3,240,0.0289855072463768,0.649253731343284
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.6min.int.csv",1,3,360,0.0434782608695652,0.772727272727273
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.7min.int.csv",1,10,420,0.072463768115942,0.928125
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.8min.int.csv",1,10,480,0.0579710144927536,0.5
"auc_meandetectionprobSampled_3_Intervals.TempSunMoonPeentDetections.9min.int.csv",1,3,540,0.072463768115942,0.984375
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.10min.int.csv",1,32,600,0.0714285714285714,0.710902733630006
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.11min.int.csv",1,32,660,0.073051948051948,0.650204319906597
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.12min.int.csv",1,32,720,0.0876623376623377,0.748484249373929
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.13min.int.csv",1,32,780,0.086038961038961,0.76939575723047
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.14min.int.csv",1,32,840,0.0811688311688312,0.679469964664311
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.15min.int.csv",1,32,900,0.0909090909090909,0.607557397959184
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.16min.int.csv",1,32,960,0.0974025974025974,0.716666666666667
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.17min.int.csv",1,32,1020,0.103896103896104,0.685773324275362
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.18min.int.csv",1,32,1080,0.100649350649351,0.669718760917666
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.19min.int.csv",1,32,1140,0.099025974025974,0.713262442770639
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.1hour.int.csv",1,32,3600,0.201298701298701,0.713660503540519
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.1min.int.csv",1,32,60,0.0357142857142857,0.6455463728191
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.20min.int.csv",1,32,1200,0.113636363636364,0.714495028780743
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.2min.int.csv",1,32,120,0.0340909090909091,0.5
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.3min.int.csv",1,32,180,0.0454545454545455,0.662172011661808
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.4min.int.csv",1,32,240,0.0438311688311688,0.700811167704207
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.5min.int.csv",1,32,300,0.0649350649350649,0.636241319444444
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.6min.int.csv",1,32,360,0.0568181818181818,0.781657241209737
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.7min.int.csv",1,32,420,0.0568181818181818,0.720604868453405
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.8min.int.csv",1,32,480,0.0779220779220779,0.709837147887324
"auc_meandetectionprobSampled_32_Intervals.TempSunMoonPeentDetections.9min.int.csv",1,32,540,0.0665584415584416,0.746553552492047
"auc_meandetectionprobSampled_4_Intervals.TempSunMoonPeentDetections.10min.int.csv",1,4,600,0.0909090909090909,0.5
"auc_meandetectionprobSampled_4_Intervals.TempSunMoonPeentDetections.11min.int.csv",1,4,660,0.051948051948052,0.5
"auc_meandetectionprobSampled_4_Intervals.TempSunMoonPeentDetections.12min.int.csv",1,4,720,0.116883116883117,0.696895424836601
"auc_meandetectionprobSampled_4_Intervals.TempSunMoonPeentDetections.13min.int.csv",1,4,780,0.116883116883117,0.676470588235294
"auc_meandetectionprobSampled_4_Intervals.TempSunMoonPeentDetections.14min.int.csv",1,4,840,0.155844155844156,0.617307692307692
"auc_meandetectionprobSampled_4_Intervals.TempSunMoonPeentDetections.15min.int.csv",1,4,900,0.12987012987013,0.737313432835821
"auc_meandetectionprobSampled_4_Intervals.TempSunMoonPeentDetections.16min.int.csv",1,4,960,0.142857142857143,0.5
"auc_meandetectionprobSampled_4_Intervals.TempSunMoonPeentDetections.17min.int.csv",1,4,1020,0.0779220779220779,0.5
"auc_meandetectionprobSampled_4_Intervals.TempSunMoonPeentDetections.18min.int.csv",1,4,1080,0.155844155844156,0.826923076923077
"auc_meandetectionprobSampled_4_Intervals.TempSunMoonPeentDetections.19min.int.csv",1,4,1140,0.116883116883117,0.855392156862745
"auc_meandetectionprobSampled_4_Intervals.TempSunMoonPeentDetections.1hour.int.csv",1,4,3600,0.233766233766234,0.787664783427495
"auc_meandetectionprobSampled_4_Intervals.TempSunMoonPeentDetections.20min.int.csv",1,4,1200,0.12987012987013,0.5
"auc_meandetectionprobSampled_4_Intervals.TempSunMoonPeentDetections.3min.int.csv",1,4,180,0.012987012987013,0.960526315789474
"auc_meandetectionprobSampled_4_Intervals.TempSunMoonPeentDetections.4min.int.csv",1,4,240,0.0649350649350649,0.991666666666667
"auc_meandetectionprobSampled_4_Intervals.TempSunMoonPeentDetections.5min.int.csv",1,4,300,0.0649350649350649,0.936111111111111
"auc_meandetectionprobSampled_4_Intervals.TempSunMoonPeentDetections.6min.int.csv",1,4,360,0.051948051948052,0.5
"auc_meandetectionprobSampled_4_Intervals.TempSunMoonPeentDetections.7min.int.csv",1,4,420,0.025974025974026,0.5
"auc_meandetectionprobSampled_4_Intervals.TempSunMoonPeentDetections.8min.int.csv",1,4,480,0.103896103896104,0.71195652173913
"auc_meandetectionprobSampled_4_Intervals.TempSunMoonPeentDetections.9min.int.csv",1,4,540,0.051948051948052,0.736301369863014
"auc_meandetectionprobSampled_8_Intervals.TempSunMoonPeentDetections.10min.int.csv",1,8,600,0.038961038961039,0.817567567567568
"auc_meandetectionprobSampled_8_Intervals.TempSunMoonPeentDetections.11min.int.csv",1,8,660,0.0909090909090909,0.796938775510204
"auc_meandetectionprobSampled_8_Intervals.TempSunMoonPeentDetections.12min.int.csv",1,8,720,0.0779220779220779,0.732394366197183
"auc_meandetectionprobSampled_8_Intervals.TempSunMoonPeentDetections.13min.int.csv",1,8,780,0.116883116883117,0.742647058823529
"auc_meandetectionprobSampled_8_Intervals.TempSunMoonPeentDetections.14min.int.csv",1,8,840,0.0649350649350649,0.873263888888889
