"","X","model","formula","p.Int.","SEp.Int.","p.julian2Xlat.s.","SEp.julian2Xlat.s.","p.julianXlat.s.","SEp.julianXlat.s.","p.latitude.","SEp.latitude.","p.ordinal.s.","SEp.ordinal.s.","p.ordinal.s2.","SEp.ordinal.s2.","p.temp.s.","SEp.temp.s.","p.tsss.s.","SEp.tsss.s.","p.tsss.s2.","SEp.tsss.s2.","p.tsss2Xlat.s.","SEp.tsss2Xlat.s.","p.tsssXlat.s.","SEp.tsssXlat.s.","psi.Int.","SEpsi.Int.","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt","samplenum","duration","X.Error.in.as.ms....data.frame.......n..no.method.or.default.for.coercing..try.error..to..data.frame..n."
"29",8,"Julian.quadratic","~ordinal.s + ordinal.s2 ~ 1",-1.12633884294908,0.228350845135935,NA,NA,NA,NA,NA,NA,8.94073509135735,4.99969523091003,-9.34606604902039,5.06909275948442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.262557308949571,0.460294547160217,0,2008.60452111559,87.1596865477464,4,23,182.319373095493,0,0.23419276927176,NA,0.23419276927176,12,1020,NA
"30",11,"TSSS.Julian.linear","~tsss.s + tsss.s2 + latitude + tsssXlat.s + tsss2Xlat.s + ordinal.s ~ 1",-1.0296093465313,0.227675782515647,NA,NA,NA,NA,0.154453115251658,0.331046923905698,-0.471083420855617,0.23028772272347,NA,NA,NA,NA,-18.3410501736452,7.25128715105004,28.073721476952,9.93951886414592,-27.8503464896827,9.62536769254337,18.2252069501249,6.8621096963185,0.508454348673587,0.446306585124799,0,23728.3594921723,88.8403265501584,8,23,193.680653100317,0,0.271023995248578,NA,0.271023995248578,12,1080,NA
"31",13,"TSSS.JulianXlat.linear","~tsss.s + latitude + tsssXlat.s + ordinal.s + julianXlat.s ~ 1",-1.34669242768905,0.225325229675458,NA,NA,7.55684101255885,3.06503731764697,-5.70162834420672,2.63847914498101,-6.14880844088429,2.42879279917233,NA,NA,NA,NA,2.4264085457433,2.41463966767301,NA,NA,NA,NA,-3.0171362821762,2.35945157480779,1.06313125736387,0.541372349213359,0,1197.94818164081,92.5875178736199,7,23,199.17503574724,0,0.505738952709385,NA,0.505738952709385,12,1140,NA
"32",12,"TSSS.Julian.quadratic","~tsss.s + tsss.s2 + latitude + tsssXlat.s + tsss2Xlat.s + ordinal.s + ordinal.s2 ~ 1",-0.460378650815157,0.172245166238698,NA,NA,NA,NA,0.698522253891537,0.292264544715044,6.92266043688894,4.18242475992181,-7.18938170600823,4.21180529268883,NA,NA,4.83906684586535,5.42645372852028,-7.64442448342345,6.10841144634417,8.93392392838973,6.0247728192145,-6.2416708302733,5.33075022351994,1.05998962183533,0.481575957768746,0,17470.8092795479,115.64545366594,9,23,249.29090733188,0,0.215194384692033,NA,0.215194384692033,12,3600,NA
"33",15,"Temperature","~latitude + temp.s ~ 1",-3.72205403694347,0.956911674077361,NA,NA,NA,NA,0.896326181336435,0.540876816271774,NA,NA,NA,NA,0.758250596616748,0.567020842811216,NA,NA,NA,NA,NA,NA,NA,NA,0.277173974799631,1.7644080061227,0,27.199682529061,21.5749181736942,4,23,51.1498363473884,0,0.162737902572534,NA,0.162737902572534,12,60,NA
"34",8,"Julian.quadratic","~ordinal.s + ordinal.s2 ~ 1",-1.30685862148891,0.22975123889257,NA,NA,NA,NA,NA,NA,15.4622746096587,5.56815132068494,-16.1246526345905,5.69283675795137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14425737015193,0.558423944835318,0,2652.1485260491,101.219512869924,4,23,210.439025739848,0,0.310474700986211,NA,0.310474700986211,12,1200,NA
"35",15,"Temperature","~temp.s ~ 1",-2.42648817962558,0.410040658241339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.622520503208876,0.377361677778539,NA,NA,NA,NA,NA,NA,NA,NA,0.686555833627975,0.932984972105418,0,11.7560374766948,50.742629759086,3,23,107.485259518172,0,0.346918077679406,NA,0.346918077679406,12,120,NA
"36",8,"Julian.quadratic","~ordinal.s + ordinal.s2 ~ 1",-1.70394561937016,0.305589171775957,NA,NA,NA,NA,NA,NA,11.095829248819,6.67454205648908,-11.6957281755548,6.83060758185547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29817861479761,0.539886801556196,0,2278.97089427478,70.7238427948968,4,23,149.447685589794,0,0.221841311717202,NA,0.221841311717202,12,180,NA
"37",1,"Null","~1 ~ 1",-1.31397155906059,0.348821236319608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.873806179165577,0.506912266110776,0,2.367485303711,45.1376663523381,2,23,94.2753327046761,0,0.214493287027024,NA,0.214493287027024,12,240,NA
"38",5,"TSSS.linearXlat","~tsss.s + latitude + tsssXlat.s ~ 1",-2.1338939973445,0.293157779453692,NA,NA,NA,NA,1.24642023211185,0.360122180866244,NA,NA,NA,NA,NA,NA,5.47402815025059,2.35464715900313,NA,NA,NA,NA,-5.22400734068384,2.25181797799925,1.71906378251487,1.10493048332917,0,471.663165623155,71.8352831190863,5,23,153.670566238173,0,0.260662132239158,NA,0.260662132239158,12,300,NA
